Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2005-01-03 00:00:00+00:00,0.18021968007087708,0.1965000033378601,0.20600000023841858,0.19566699862480164,0.20316700637340546,1066716000
2005-01-04 00:00:00+00:00,0.17173606157302856,0.18725000321865082,0.19824999570846558,0.18424999713897705,0.19791699945926666,790224000
2005-01-05 00:00:00+00:00,0.17334100604057312,0.1889999955892563,0.1912499964237213,0.18424999713897705,0.18524999916553497,724812000
2005-01-06 00:00:00+00:00,0.17165997624397278,0.1871670037508011,0.194582998752594,0.18583300709724426,0.19233299791812897,563568000
2005-01-07 00:00:00+00:00,0.16837285459041595,0.18358300626277924,0.1889999955892563,0.18083299696445465,0.18758299946784973,763092000
2005-01-10 00:00:00+00:00,0.16875527799129486,0.18400000035762787,0.18583300709724426,0.18291699886322021,0.18416699767112732,579552000
2005-01-11 00:00:00+00:00,0.163557767868042,0.17833299934864044,0.18324999511241913,0.17558300495147705,0.1822499930858612,1093380000
2005-01-12 00:00:00+00:00,0.16218213737010956,0.17683300375938416,0.18058300018310547,0.17249999940395355,0.17991699278354645,1057800000
2005-01-13 00:00:00+00:00,0.1638641208410263,0.17866699397563934,0.18333299458026886,0.17333300411701202,0.1772499978542328,898764000
2005-01-14 00:00:00+00:00,0.16439886391162872,0.17925000190734863,0.18241700530052185,0.17749999463558197,0.18199999630451202,573912000
2005-01-18 00:00:00+00:00,0.16699713468551636,0.18208299577236176,0.18250000476837158,0.17683300375938416,0.1772499978542328,464556000
2005-01-19 00:00:00+00:00,0.1631762683391571,0.1779170036315918,0.18333299458026886,0.17716699838638306,0.18291699886322021,336492000
2005-01-20 00:00:00+00:00,0.163557767868042,0.17833299934864044,0.18266700208187103,0.17433300614356995,0.17433300614356995,640080000
2005-01-21 00:00:00+00:00,0.1638641208410263,0.17866699397563934,0.18216699361801147,0.17800000309944153,0.17858299612998962,596352000
2005-01-24 00:00:00+00:00,0.157290980219841,0.17149999737739563,0.18025000393390656,0.1704999953508377,0.17766700685024261,463704000
2005-01-25 00:00:00+00:00,0.1600423902273178,0.1745000034570694,0.17691700160503387,0.17125000059604645,0.17225000262260437,439704000
2005-01-26 00:00:00+00:00,0.162105992436409,0.17675000429153442,0.1791670024394989,0.17216700315475464,0.1750829964876175,429120000
2005-01-27 00:00:00+00:00,0.1750992089509964,0.1909170001745224,0.19175000488758087,0.17599999904632568,0.17708300054073334,1002912000
2005-01-28 00:00:00+00:00,0.17486989498138428,0.19066700339317322,0.1924169957637787,0.18649999797344208,0.19166700541973114,671052000
2005-01-31 00:00:00+00:00,0.17517533898353577,0.19099999964237213,0.194582998752594,0.18833300471305847,0.19224999845027924,562968000
2005-02-01 00:00:00+00:00,0.1784614771604538,0.194582998752594,0.19541700184345245,0.1896670013666153,0.19083300232887268,507180000
2005-02-02 00:00:00+00:00,0.18839794397354126,0.20541700720787048,0.2070000022649765,0.1965000033378601,0.20225000381469727,2035404000
2005-02-03 00:00:00+00:00,0.18641038239002228,0.2032500058412552,0.20466700196266174,0.20041699707508087,0.2032500058412552,690120000
2005-02-04 00:00:00+00:00,0.19711072742938995,0.21491700410842896,0.21549999713897705,0.2032500058412552,0.20333300530910492,806448000
2005-02-07 00:00:00+00:00,0.19474083185195923,0.21233299374580383,0.21916699409484863,0.2104170024394989,0.21516700088977814,521628000
2005-02-08 00:00:00+00:00,0.19665221869945526,0.2144169956445694,0.2178329974412918,0.21033300459384918,0.210999995470047,455772000
